comment,label
很好，让我受益匪浅,1
逻辑清晰，结构严谨,1
内容太多，更新太快学不过来,0
个人感觉，这个课程讲的很详细，虽然自己没有弄的很透彻，但是我相信多看几遍，都可以去弄懂的。,1
讲得很高深，非常值得学习，但是由于自身能力有限，好多东西都不能理解透，所以在不关闭系统的情况下，我会再去看，多学习,1
凭什么挂我科？？？,0
给个字幕或者做个PPT吧，完全听不清楚。,0
前面的内容都没有了，为什么要闭？,0
网络不太好，所以手机进入中国大学MOOC课程,0
通过看课程视频让我更加能深入学习相关知识。,1
很棒   视频可以变速学起来就很方便,1
我个人感觉，计算机课是一门很难的课，以前接触的少，很多操作都不会，感觉很痛苦。不过，通过不断的实践学习，感觉也没那么难了，以后多操作的话，也不会有多大问题。,1
收获了很多知识与经验，真的很棒！！！！,1
认为课程很好，通俗易懂，学习了很多基础内容,1
授课很仔细，收获很多，懂得更多的排版知识。,1
视频有些多次无法播放,0
公告里不通知考试时间，当天早晨通知，当天晚上结束。平时听的课，做的测验以及作业都白白浪费了。让人绝望。,0
不咋地，有时候看完之后不会显示出来，还得看一遍，辣鸡,0
视频太短，涵盖的少，题目难做,0
好好好，可以听到很多名师的课！,1
可以说是非常的好！,1
学习轻松 备受鼓舞,1
网上学习让我们学习方式更多元化，更自由,1
没有更新，讲的是旧教材的内容。只有一个讨论。作业成绩不公布。证书没有消息。纯粹是这个学校上下沆瀣一气搞出来的自欺欺人掩耳盗铃的东西。中国大学MOOC的理念是“好的大学没有围墙”，这门课程的理念是“自己的人能混就混，外面的人一概不理”。外校同学千万不要选。,0
交作业的设置有点lj,0
学习进度条不够明确，没有明确显示未学习内容,0
思维得到了开拓，学习计算机，要有它的思维，将自己代入成它，才能让它更加灵活,1
"""""""视频中，讲解很清晰，录像效果好。只是其中的赋值号“=”，不能读为""""""""等于”,赋值表达式应该从右向左读，比如“c=a b;”读成""""""""将a b赋值给c""""""""，如果读成""""""""c等于a b""""""""，会误导学生把""""""""=""""""""理解为""""""""等于""""""""--比较运算了.""""""",0
整个课程讲解十分细致，知识点很全面，可以作为考研自学课程。,0
感觉特别棒，老师讲的也好。,1
电脑找不到互评,0
我服了山大了 就硬念ppt呗,0
内容不精炼,1
1星也算高，电阻单位是功率？讲课也不怎么能让人听懂，差评啊,0
课程有点简单，最好有更多的例题,0
都不会提醒考试？,0
虽然已经学过了这些知识，但是再学一遍发现好多知识都已经忘记了，对我有很大的巩固作用。,0
过去打开视频的时候，同一个视频会发出2个声音。现在是打开视频非常慢，要刷新很多遍才行。,0
为什么电脑视频打不开呢？,0
老师提出了问题 没解决 这让才接触的学生感觉很困惑 不适合没基础的学生,0
学有所获，学习到东西很有用，特别在我学科教学中。,1
非常好，继续努力！！,1
结构清晰，内容夯实，讲解细致,1
与学生问答的方式不好,0
老师讲的很全面，后面的习题都有讲解。让一个曾经挂过这门课的学子收益匪浅，现在基本都懂了，坐等考试，感谢各位老师的细心讲解，希望老师的授课视频做的越来越好。,1
老师十分耐心地，一步一步为我们讲解计算机对于一条指令的执行过程，让我们可以更清晰地懂得计算机的运行方式。,1
课程讲的很好，但有点太宽泛，很多东西学的不是很透,0
学习了咋没显示进度啊,0
有很大的收获，课程设置很棒！,1
口口为数不多能够拿得出手的课程了。,1
题目没有详细的解析.,0
课程内容组织很有逻辑，表达方式也简单易懂。,1
成绩重要，收获更多，坚持更重要。,1
一直都很想系统的学习一下大学计算机课程 听了老师讲解第一章的学习流程感觉很好,1
非常棒的课程，因为我已经离开大学好久了，所以重新学习的感觉非常好。这门课程老师的内容组织非常有条理，关键难点讲解很到位很实用。我感觉比我当年读书时候的大学课程要好得多！,1
也就那样，可以接受,1
我之前学的成绩全没了，都清零了，真的很失望。,0
课程还行，软件，进度，文档插件带给我太多麻烦，影响上课体验。,0
这测试是真的脑瘫,0
很棒，可以说是很优秀，我本来是抱着试试的态度，没想到这门课的授课方式那么符合我的习性。首先说一下界面，使人有一种很舒服的感觉，容易进入状态，其次，不得不说这个APP，真是太实用了，很人性化，竟然可以快进于后退，也可以倍速播放，适用于不同程度的学生，一门比较优秀，比较值得看，有意义的课。,1
非常非常好，very good,1
看不了课件  没人解决么？？？？,0
课程内容是真的丰富，我劝下一届的大一同学们耗子尾汁，认真把这门课学好！！！加油！！,1
讲课内容好，讲课方式有趣。,1
不错(*๓´╰╯`๓)♡,1
真的是太棒了呢！！！,1
非常好，就是希望以后能有多点视频解析,0
学到了很多有用的知识 更进一步地了解了计算机网络,1
老师讲课思路清晰，深入浅出,1
给刚刚步入大学的我奠定了良好的基础，初步塑造了我的计算思维，我也了解了一些计算学科的经典问题和理论，很开拓我的视野。,1
还行，讲得挺清楚的,1
非常有收获。当时因为没需求，学到一半就不学了。现在为了开发软件重新捡起来，真是帮了大忙。感谢各位老师的付出！,1
通过学习计算机，我掌握了好多计算机知识，同时我发现计算机其实并没有我想的那么糟糕，慢慢感觉计算机很神奇，不仅让我从中学习到各种知识，还带给我很大乐趣，学习计算机这门课，没白学，可是我掌握的还不是特别好，有待进一步提高。,1
老师讲的很好，很实用,1
胶体这章就在念ppt，还都是从教材抄来的，讲的很不好，颠覆了我对南大物理化学学科的认识,0
这ppt讲的好乱啊，稍微按照书上来讲就那么难吗！同是袁春风的教材，ppt的内容在书上东一句西一句的一点都不系统。,0
视频看完之后还有对应的课件，能够及时的查缺补漏,1
挺好的，可以学到很多知识，做视频及讲解不易，老师辛苦了。,1
很好，有好多不懂的知识可以在这里得到充实,1
内容很充实，举例也比较多，就是版本有点老，好多语句现在vs不兼容了，最好要是最后有一个基础入门的基础语句梳理就更棒了，毕竟好多语句用了一次不用就忘了，不好会去找,0
老师讲的非常清晰，可以解答自己学习过程中遇到的疑惑。,1
好，非常好，优秀的软件,1
在这次疫情期间，我们虽然是通过线上学习和了解这门课程，但是我们也收获颇多，归根结底，学习是要我们自己去努力的，老师只是我们的引路人，这个平台也提供给了我们很多的的知识。,1
首先，感谢网易给了我这样的学习机会，圆了我听大学课程的梦想，点燃了我的学习兴趣。其次，老师的讲课都非常好。,1
强烈推荐，很好tot,1
好 非常好 特别好,1
根据网课我可以接触自己之前没有学过的东西，同时可以提高自己对计算机内容的了解。,0
内容丰富，教学水平高，开展方式多样，收获很多，讲课内容具体。,1
刷了两遍还没看完？,0
老师的逻辑性差，有用关键的学习点少，觉得大部分都是空话，觉得很死板。学习过程中没有乐趣，乏味，理解起来很困难。,0
给我带来了许多知识与收获，我非常喜欢,1
第一次在mooc上学习网课，感觉很不错！,1
内容充实，讲解清晰。,1
给我的感觉有点失望，这本是一门非常重要的课，不知道是否是形式的原因，形成了一种急于求进的感觉。或者说是因为我们不是计算机学院，所以都不重视这门课程吗？往往课程只讲了那么一点点上百度都可以搜到的东西，作业就要求很多其他的知识。没有上课的感觉和效果，并且如果指望学生能自己去多查多学的话，要课程干嘛？反而是既耽误了时间也没有学到有用的知识。实验也是莫名其妙，完全是按模板来做，跟课程的关系在哪里？,0
老師完全不重視學生權益，開發證書申請過程太慢，延誤學生畢業進度,0
对计算机有了更深的认识！,1
很满意、很好的一个软件,1
"""""""老师很棒,解决了我平时上课不懂的问题,感谢!""""""",1
应付，形式主义，对于不爱学习的人来说体验极差,1
老师讲了不仅是课程中的内容 还讲了学习编程的方法,1
董教授的《计算机科学导论》真的很好，让我对计算机科学又了一个整体又清晰的认识，而且所教授的学习方法和思维方式肯定能令我受益终生！,1
好，太好了，好极了。,1
了解了更多关于计算机的常识问题，提升了自己的能力，不错，值得推荐,1
学习到了计算机课程的补充知识，获得了远超课堂的知识范围！,1
为什么这么迟 ??????6.25放假   9.8开学，为了拿本结业证书还要搞到下个学期是吧？？？？,0
真正的对课程的学习和了解，,1
来学习吧，战教授讲的真的非常好！细心，还有题给我们做，题也有视频做介绍，仔细学也简单能听懂的。不生硬也不念PPT，啊哈哈哈嗝,1
不愧是哈工大，名不虚传。,1
求求快点更完呀！！考研党靠这门课活命了,0
通过网上教学让我对不懂的知识可以反复学习 而且不同的老师教学方式也不太同，学到很多知识，虽然自身还有很多不足之处，但我会不断完善自身的。,1
完结的太快，至少得和公选课时间一致吧，完结的太快，,0
组原讲得非常好，原理深入浅出，把组原这么难的课讲得这么有趣也是没谁了！关键是秦爸爸和大萝卜还这么帅！,1
很不错的一门学科  可以学到知识,1
授课方式新颖，讲的仔细丰富有情感。非常贴近学生。,1
老师对学生提出问题答复迟缓。反复提出证书申请问题，都不予回复，导致无法申请纸质证书。其实要是重视学生意见，自己不懂，也是可以积极搞懂了答复的。,0
编程练习有点难，但是花些时间又能做出来，难度刚好。赵老师讲课比较细致，夏老师希望少些理论多些应用。感谢老师的辛勤付出~,0
还好吧，可以坚持下去,1
课程很好，不过有一些对于初学者还是有点难理解,0
老师讲的很好，通俗易懂~,1
通过慕课学习，到了很多知识。棒！,1
老师讲解详细，课后作业精良,1
麻烦要死    xxx,1
老师讲得非常通俗易懂！让初接触计算机专业的人能够获得比较全面的基础知识，了解计算机专业的整体框架以及未来根据各人方向所需要学习的内容！,1
好，对各个学科产生了和以往不同的看法。,1
课程传达的主要思维就是计算机思想，比较基础，适合于启发，像很多课程一样教授大家终身学习的理念,1
知识量丰富，.涉及面广,1
强烈安利想学习计算机底层原理的同学！！！奋战一两周，造块CPU!!,1
收获丰富，内容生动有效,1
失望，讲不清，知识点有点乱,0
老师授课认真，知识点清晰,1
非常棒，推荐大家学习。,1
课程很有意思，但是我个人的计算机素养还有待提升吧,1
该课程教学运用其所教的知识，将部分难以理解的理论抽象，再相应用具体例子具体化，契合到其所教的计算思维中理论，抽象，设计三个层面，利于我们理解，并让我们明白了我们的最终目标是驾驭事物的复杂度，而不是一味挑战难题。最重要的是引导我们养成计算思维，将计算思维运用到生活中，利于我们今后对相应知识的学习。,1
谢谢！我在努力！！,1
讲的很好，就是有的内容有的过时了,0
学习进度不给我标清楚，微笑,0
课程内容比较丰富，但是实际上相比于两学分的课程来说对课外的学习时间要求很多，于我个人而言有点不太能接受,0
"""""""超出预期,收获巨大""""""",1
很棒，从头开始学cpu,1
很喜欢这种授课方式，在课程中学到很多知识，而且可以在测验中巩固知识，不太清楚的还可以看相关课件，很喜欢,1
让我了解互联网的海洋，知道了有关互联的起源到发展，收益匪浅。,1
讲的很详细，强烈推荐！,1
有点错误啊，计算机的减法也没讲透彻，3减5竟然没讲？？？,0
爱了爱了   11111,1
看完了无提示，差评,0
棒棒棒棒棒，老师讲的真明白,1
念PPT式授课，有毒,1
很有规律 课题新颖,1
老师讲的很详细，一些基本原理采用了动画的形式展现就简单易懂，而且视频可以反复听，特别好！,1
内容层次分明，层层递进，逻辑严密，老师讲的很有吸引力,1
老师讲的很透彻，内容,1
对于想要细致地学习C  的人来说是一门很好的课程，难度适中，尤其是编程作业可以让自己得到有效的训练。,1
第十章十一章的题全是空白，半个小时后自己提交，第二次机会还是空白。。。。。。，，，我不知道期末考试的题会怎么，不敢打开。。。，然后现在就眼看着时间过去一片空白，没得题出来，我不知道该怎么形容此刻心情（还得点个星才能提交评论。。。）,0
深刻学习了计算机技术及其相关知识，受益颇多，但有些时候做题仍有困难，自己还要更加认真努力。,1
计算机组成原理课程老师讲得很好、很细，能够给学生打好很好的基础,1
作业太多了！！！容易忘，互评环节太离谱了,0
老师讲的都很好，喜欢！！！,1
讲解很细致，还有题目的解析,1
课程内容丰富，通俗易懂。,1
老师的学术水平炉火纯青，教学也是循循善诱,1
烂，烂，烂，烂，烂,1
老师，非常努力提前学完了课程，结果错过申请证书一天，是否可以满足线上特点，人性化一些，延长申请时间，谢谢。,0
学习过程中真的很愉快。,1
实验部分没有基础，学习有点困难,0
老师真棒，讲的太好了,1
讲的东西略显民科……其实之前感觉还可以，在看到那个“特别优秀作业”几乎是东拼西凑的时候，哎……去看看背包九讲吧，感觉这个就像是摘了两片叶子，然后把伪代码换成代码了。特别优秀？怎么不把崔大哥没写的动规艺术续上一章,0
提交后不显示答案???,0
答案可以变通一下,0
老师声音太小，课程与课程之间的衔接声音可以,0
下载不了是为什么,0
不错不错  就是有点混乱 平时要求不明确  讨论部分任务没给 测试部分任务也没布置  不知道具体的评分要求 特别是实验部分 没有任何关于课程到要求 反而到最后又要算成绩…… 但是课程本身很好 受益很多 值得反复思考,0
可以说讲解的内容、方式以及思路等各种方面都是迄今为止我上过的最好的一次慕课了，甚至比得上实际课堂了,1
内容丰富，排版清晰,1
看了第一周的视频，对于在没有正确的、坚实的基础下，也能听懂,1
让我了解了更多的计算机知识，老师讲解的很好很详细，希望能越来越好。,1
讲解比较详细，学到了很多东西。,1
老师讲得乱七八糟，条理不清晰,0
讲解比较详细，视频非常不错。,1
课程内容丰富，讲解也很详细，不错,1
这门课很好，之前看过一部分，使我很好的理解计算机，特别是分层、抽象的思想很实用。,1
课程内容丰满，结构紧凑，习题课讲解到位，但测试题中部分题目有些偏难，偏怪,0
作业让人非常生气，填空题两个问题一个空怎么回答？？,0
讲的很全面，容易理解,1
很长知识，解决了很多曾经不懂的问题,1
方式非常好，很有代入感。,1
为什么看不成那个回放,0
感觉学习了很多相关计算机的知识，方方面面很扎实。,1
结课追评：个人认为不讲异常处理是这个课的一个遗憾，老师只是选择性答疑也有点不太好   ||  总体来讲相对适合入门，案例比较多，OJ难度适中但题量偏大，且竟然还提供了Python、Java答题，老师应该是不知道只有课堂交流区才计分，虽然课堂交流区讨论题不少，但老师却讲要求在答疑区回答问题就有些误导学员了,0
真好，真好，真好！,1
老师很厉害，讲得挺清楚的,1
课程安排合理，内容精致,1
这个课程很好，教会了我很多,1
为什么看不到课件？,0
计算机是人类作伟大的发明之一，它从局部走向世界，它让全世界的人联系更为紧密。这门课程讲解地细致而精微，很适合新手，赞！,1
如果有字幕就好了，哭！！（听力障碍者）,0
请问老师真的懂得什么同理心吗。课程的内容只是照搬，有考虑过作为学生的感受吗。没有中文字幕的视频，用了合成声音的演说。,0
首先就是接触到一个新平台，其次就是掌握了如何在这样一个平台内筛选到适合我的东西,1
组成原理是一门难度较大的课程，但通过老师的耐心讲解，我逐步掌握了计算机内部的结构原理。同时，通过与之配套的实验课程，我从实验动手的角度进一步加深了对课程的理解。整个课程的课时结构安排合理，难度由浅入深，能够有效启发学生进一步的思考。最后，祝计算机组成原理课程越办越好，谢谢！,1
不好，没实际,0
很不错，补充学校知识,1
内容很丰富，有PPT，有视频讲解的形式很好,1
为什么我没有题，你这让我咋答题啊？？,0
傻逼课程题目都出错。,0
好，对我的学习非常有帮助,1
复习计算机组成课程，有收获。以前学过的内容大部分不太记得了。,1
老师讲课很棒，受益匪浅,1
很实用，学起来简单方便,1
很好，让我学到了很多,1
希望取消所谓虚拟实验，我又不是生命科学学生，我怎么会知道视觉暂留是怎么作用在我身上的,0
开阔思维，锻炼逻辑,1
特别好，我觉得有用,1
希望老师不要照本宣科，多些理论和实际的结合，请你们要明白，在平台学习的人群，多是有工作经验的人，不是十七八的娃娃，所以请把真本事拿出来，谢谢,0
课程内容紧密环环相扣 思路清晰,1
作业时间太紧了，漏交了好几次，还要互评,0
还得踏踏实实一点一点积累，平时多操作练习。,1
感觉内容略微有些难度，但是老师讲解很仔细，讨论区对我也有很大的帮助,1
很不错，有的东西比我们老师讲得好,1
讲解很清楚，详细，易懂,1
同学们都积极投入其中，有良好的氛围，自己也在其中学到了知识,1
讲解清晰明了，有很大帮助,1
课程很好，更多的知识需要自己继续拓展地学习,1
视频不能直接原画,0
老师的语速控制得很好让人完全跟得上，讲解透彻，而且对于知识也有适当的拓展，有个建议就是希望老师能适当增加一些习题的讲解,0
挺不错   挺好的,1
平台崩溃。。。。,0
网页很卡容易崩，而且观看记录不全，有时要看三四遍,0
每一讲的的内容太少了，内容太浓缩了，不太适合深入学习,0
可以设置一些简单快捷键，像暂停，就更好了。,0
感觉此软件非常人性化，非常适合大学生自主学习，强烈推荐大学生使用该软件。,1
挺好，补充了课堂上没有听到的,1
以看视频的授课方式遇到不懂的地方可以反复回放课外知识和实验部分内容很丰富和全面不同的老师讲不同的章节比较有新鲜感在学习的同时回答问题既能检测学习效率又能防止我走神,1
课程非常好  层次分明 简单易懂,1
学这门课能对计算机有一个大致了解，还能学习这些知识后面的思维，能对后面学习这些深入知识时打下基础。,1
课后习题很多都是课程里面没有讲到的，有点超纲了,0
通过学习，我掌握了关于计算机的许多知识。,1
课程精炼，浅显易懂，可以有效的帮助学习,1
感觉数字信号处理这么重要的课程采用双语教学不合适，影响学生学习。,0
什么破题，弹性绳阻尼器应设置在距离传感器发射面_____位置处。10cm左右？十厘米左右？10厘米左右？10cm左右的？十厘米左右的？10厘米左右的？,0
课程结构清晰，可以清楚的了解课程内容。,1
讲师教授的内容对于零基础来说很通俗易懂，虽然有些思考部分专业程度较深，但是通过自己平时的基础也可以接受，为老师们点赞，你们辛苦了,1
学的挺好的，帮助很大,1
很好，做题时间充足,1
听了老师的mooc讲解，认为讲解的很仔细很全面，是在校的课堂的很好的一个辅助资源，能够帮助我们很好的预习复习，查缺补漏，查疑解难。,1
内容丰富，讲解细致,1
讲了很多的知识，需要反复熟悉,1
不说了，真的垃圾。单拿名字空间这一节课来说，讲的真的是太简洁了。     一点都不好，建议老师读一读C  primer再来讲课。   讲的真是太简单了,0
好非常好 受益匪浅,1
老师讲课太机械了，照本宣科。建议：一是讲授的内容能够更加深入一点，不要蜻蜓点水；二是结合案例讲授,0
课程脉络清晰，题目很有针对性，总体能更好帮助我们理解计算机相关内容,1
你值得参与与学习。,1
怎么听不清楚声音？,0
学习大学计算机计算思维导论，我获益匪浅,1
干的漂亮啊。望继续努力。,1
给老师点赞！爱您老师！,1
老师对于虚拟实验的讲解以及操作都很清楚明了，通俗易懂。在“扫一扫，扫出了什么？”这一虚拟实验中，我初步了解到二维码的形成过程，以及为了应对二维码扫不全的问题而设计得容错等级等内容。二维码的本质还是关于二进制编码的问题。“一条指令的执行过程”这一虚拟实验更好地为我们剖析了计算机内部的取指令、分析指令、运行指令的过程，更加直观明了，一看就懂。,1
为什么学生互评不仔细看别人的做答而恶意给出分数！！,0
听过最棒的《计算机组成原理》！,1
很好好啊，董老师挺好的，,1
这种系统到底有多少个bug，初中的小朋友，但凡学一周编程，做出来的东西都比你们这玩意好，我看一节课，平均两秒钟有一个弹窗，最多的弹窗是系统错误，视频看对于五遍不会显示任务完成，每次登陆还会出现网络异常的问题，但是除这个以外的随便窗口都可以运行，答题的测试无法提交是常态，我因此错过了一周的课程，,0
有助于我们学习，更好的利用资源,1
好(✪▽✪)反反复复方法,1
老师讲授内容很系统，知识很丰富。很好！,1
挺好的，课堂上没听懂的，可以在这再学一遍,1
老师讲的深入浅出，学习习很愉快,1
老师讲授知识很系统，易于消化理解。,1
没有测试提醒,0
非常好，感谢老师的付出,1
这是一个很棒的课程，我不仅学习了很多计算机网络相关的知识，还锻炼了自己的口才,1
为什么只有短短3分钟的讲话就是上课了啊,0
老师讲的真的太清楚了，自己看着课本不是很明白，根据老师的讲解，更加进一步透彻明白了，感谢,1
很好，讲解十分清楚,1
这门课程内容精彩，讲解详细，师资强大，打开了我对计算机思维的大门，对我学习计算机知识来说，从此山不再高大，路不再漫长。在这里，我要着重说一下我的计算机导论授课者，李丹老师。她是一个非常优秀，尽责而且温柔的老师，我对她的敬仰如长江之水滔滔不绝，我希望，有幸的话，以后还能上李丹老师的课。,1
力挺仙交大C  慕课团队，祝课程越来越好，大家也可以去购一本赵老师主编的书来对照学习,1
让我学会了一些基本的电脑操作，,1
使我自己对知识更了解。,1
内容丰富！老师授课认真负责又专业！让我对于计组的学习更加感兴趣，掌握了很多知识！,1
强烈推荐，我科的王牌课程。,1
非常的好，十分受启发,1
感觉还可以，但我更想学点儿实际操作的东西,0
很好  在业余的时间可以反复的看,1
收获很大，老师讲得非常清楚,1
特别好，学到了很多,1
视频很好，其他的材料差一些,0
每次都要登录，每次都不是我，每次都要重新学，每次都让我有受骗的感觉,0
没答案...,0
考试答案，作业答案频频出错，一个学期答疑区没有回复过任何一个同学的任何一个问题！作业发布时间和截止时间只有一天！并且没有提前通知时间！期末考试也是只有一天时间！这是网课，没有提醒的！！！难道要我们天天盯着么？没有提前通知没有公告，突然之间就开始了期末考试，一天后直接截止，这不是坑爹么！！！这种完全不负责任的老师，还全国精品课程？呵呵呵！MOOC对老师完全没有约束力，老师想怎么搞都行，学生根本没有投诉反馈渠道，我是真的佩服,0
感觉收获很多，进一步的了解了有关计算机的知识。,1
很好，我的计算机能力有了很大提高,1
有讲学，还有同学间的讨论，便于我们理解。,1
非常喜欢钱老师的课程，讲课过程案例多，不枯燥。,1
课程条理清晰，1.25倍速体验极佳,1
老师讲得详细，对新手很有帮助,1
第二章开始就有点让人失望，可能是我的原因,0
非常全面，复杂问题也能轻松听懂,1
能让同学和老师有好的交流平台，让同学们学习更加轻松。,1
非常好，让我学到很多不懂的知识，了解了许多和计算机有关的小故事。,1
老师讲课生动易懂，配合老师的课更容易理解计算机原理了。,0
你好，我们继续来学习大学计算机思维导论,0
课程让我初步了解了计算思维，对计算机有了更深的理解。,1
涨了很多的知识，是一门挺不错的课程,1
虽然刚学了第一周，但对于想在计算机行业更深入的人有了很好的启发！从课程的设置上看到了老师超级用心的细节！真的细节给99分，少一分怕你们骄傲~哈哈，推荐！,1
总体来讲，还是不错的,1
很好，课程结构上穿插了各种教学模块，更利于全面掌握知识以及扩展思维面，另外各个讲师都有自己的风格，都很喜欢，点个大大的赞!!! 感谢教学团队的精心设计以及各位讲师的奉献！,1
内容很详细，讲题很清楚，挺好,1
讲得好，关键是留时间记笔记了,1
课程内容简洁明了，与网上其他相关课程的冗杂，这档课程非常符合大学生的口味。,1
对我的启发很大，将持续影响我今后的学习,1
非常棒，学习到了新的知识,1
知识点十分清晰，例子通俗易懂，像复杂性问题和难度问题就是俩个不同层次的问题有时是从同一个难度的问题但复杂度不同的问题都有可能是算出来的问题，所以，问题即使是复杂度一样但难度又有可能是算不出来的,1
登录太麻烦，无收获,0
老师讲的特别好，确实是解决了不少我在上课时未能解决的问题，也学到了很多知识，十分感谢老师的教学,1
有的用手机打不开，心塞。,0
感觉挺好，里面的老师说的对我的帮助也很大，我还会继续学习的,1
内容可以，课时更新太迟,0
死板死板死板的课程，不建议拿这个学，太坑了,0
老师很贴心，我感觉很棒，对我零基础的来说，理解不了的地方回放看几遍就好了,1
老师讲的非常好(•̀⌄•́)！,1
不错，老师讲的很透彻,1
我觉得这课程没啥大问题，mooc越做越好,1
为什么，我及格了还有实名了怎么没有证书,0
总体感觉很好，能学到很多知识,1
知识点全面，学习途径多样。,1
好！！！！太好了！老师讲的很好。,1
老师口语需要加强啊，有点不习惯,0
课程易懂，根据本学科知识结构的特点，重点突出，层次分明，理论与实际结合。语言条理清晰，学后有收获，使人对此门课程兴趣浓厚。,1
学到了很多有关计算机方面的知识，收获挺丰厚的，谢谢老师的辛勤教育。,1
期末考试我考了也提交了我还记得我错了两题然后期末成绩出来10左右,0
我开始什么都不认识，但是慢慢看下去，就会感觉到有趣，渐渐的就会融入其中。虽然难懂，但是里面的内容在吸引着我。这是一个很不错的学科。,1
人工智能的历史就是计算机的历史，如今我们已跨入人工智能时代，一切都将科技化智能化，所以不做电脑文盲是必须的。,1
服务器直接炸了,0
通过这个课程的学习，我学到了许多以前未接触到的东西，也激发了我许多关于互联网的思考，让我感到网络是如此的有魅力，有内涵，远比我想象中的要复杂，要生动。授课方式上面，我个人觉得非常好，很好的补充了我的课余生活。,1
三个老师讲的都很棒，内容逐渐推进，听不懂可以反复听，很棒,1
很适合学习计算机编程的社会人员，希望学好了能用在工作中。,1
该课程全面展示了有关计算机课程知识，值得学习。,0
很实用，讲的也十分透彻！除了图灵机的原理那块还有点摸不着头脑外,0
可以直观操作过程，但是对于基础差的人 不太细致,1
学习了很多知识，很开心,1
很详细，老师也非常好,1
目前唯一的缺点就是语速慢和停顿久，听得很着急。如果用1.25倍速又觉得每个字很短促,0
超级喜欢春英讲软件。学到了有用的东西，等买了笔记本电脑，要搞搞。有趣。,1
挺好的，就是很多地方看不太懂，,0
很好！可以学到很多东西,1
这门课程我从中真的很受益，有些时候上课有的地方没听懂，就可以到这个课程里来听,0
内容详细，老师负责！棒！,1
帝国时代干啥干啥d'g'g's'd'da'a,1
课程讲的都非常仔细，受益匪浅。,1
讲的很细 知识点都在ptt上,1
软件卡爆，算了好吗？,0
有的回答完的内容不给经验值显示没做完。,0
学到了很多新知识，很实用,1
感觉开始和想象中大学计算机完全不同，但后来又收获很多,0
非常好，而且方便学生自行学习。课程清晰易理解，自己平时可以自行进行测试学习，对于课程的理解大大加快学习速度！,1
为什么下载不了,0
让我对计算机方面有了新的认识 并且我的计算机技术有了很大的长进,1
内容丰富较有深度，但对于部分接触电脑较少的大学生来说，课程太过抽象、难以理解。,0
讲得不错，听着感觉挺好的,1
内容丰富，非常好！！！,1
三角函数讲的听不懂,0
老师非常用心，对我一名40多岁的中年人来说，圆了一个系统学习计算机知识的梦想，谢谢老师们，谢谢网易！！！！,1
u1s1很繁琐很恶心,0
非常好！！！！！！！,1
非常好，可以让我更好的学习计算机,1
总结的非常形象和全面，讲师讲的也非常好。,1
功能安排很合理，对正在学习的大学生有很大帮助，可以自学很多东西，有些课上没听懂没跟上的内容都可以自主补充强化。要是能再有自动播放下一视频就更完美了……界面简洁合理，爱了爱了,0
从这么多的课程中我学到了计算机的由来，工作原理，网络基础理论让我了解了计算机工作原理,1
挺新鲜的，特别是讨论区的问题，会让原本不太愿意反思和总结的我被迫去思考，查阅，以形成自己的认识。,1
题目只能看一半,0
非常好  感觉很有用,1
受益匪浅  终生受用,1
学习了很多的计算机基础，课堂上没有听懂的知识也可以从慕课中补充和反复,0
太困啦，讲的太死板，不想死记硬背概念，要的是理解的讲解，很明显这里没有我想找的内容。,0
不好，强迫症终结者，经常只剩下一个课时，死活找不到,0
老师讲的很好，从思想上启发我们,1
通过对“中国大学慕课”的学习，深刻的学习到了很多各个方面的知识，比如计算机一级,1
清晰易懂 配套实验,1
感觉收益颇多，很感谢老师,1
属实垃圾，大四考研还给挂，四十 多分，上课也去了好多次啊,0
"""""""挺好的,学习到了很多""""""",1
挺好的  不错不错,1
考核时间截止的太快了,0
学到了很多，继续加油,1
比我们学校的老师上的课好太多了！,1
很有收获，继续加油,1
2019，9才开学，2019，8就截止，那为什么还要我们选,0
我觉得教学生动形象，通俗易懂，老师有大师之风采,1
更加了解计算机的发展和组成，我认为能熟练使用计算机的关键在于熟记和常使用快捷键,1
老师授课严谨，言语通俗易懂，内容丰富充实，为大一的计算机课程打下基础。推荐大家多多学习，认真理解。,1
讲的很好，收获很丰富,1
一直进度不增进,0
在这上面学到了许多东西，进一步了解到计算机这门课程的发展历程,1
老师讲解的思路清晰，语言简练，配合每讲后的模拟练习题，可以系统掌握课程内容。,1
课程内容全面，授课方式生动有趣,1
我觉得这个课程真对我们大学生来说有很大的意义，学了这个课程后我对现代网络和技术有了新的知识。我喜欢这门课程,1
仅对知识做板书，太多知识点只是潦草带过，并没有像评价上说的天花乱坠,0
嗯嗯，老师讲课生动细致，极为吸引同学们的注意力，我感觉听了老师的课之后，受益匪浅，希望以后还有机会听老师讲课，嗯嗯，五星好评！！！,1
非常有用，用的很开心,1
我觉得学了这门课程之后收益很深，特别是作为学工科的同学，深受启发。,1
可以，增加了基础知识的理解与记忆,1
可以看得出课题组老师们很认真的准备了这门课程。本人是华科计算机的，上学期学了这门课。觉得这是我大学里面上过的最好的一门课之一。强烈推荐大家学一下!,1
软件有点卡，老是出ｂｕｇ,0
压缩课堂时间，讲的太少啊,0
老师讲的很精，由难到易，由浅入深容易理解，语速也恰到好处给人以思考的时间，最欣赏的还是作为一个线上课程老师讲的如此的细致，真的是有心了。,1
老师讲的很细，而且在线学习的话，有些东西一下子没听懂，还可以回放重听，十分的方便,1
